"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","countryCode","locality","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"2066768347","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS515737811","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","NO","Nordre Ovenbukt","e2e717bf-551a-4917-bdc9-4fa0f342c530",59.3308,10.7531,NA,NA,NA,NA,NA,NA,"2017-06-16T00:00:00Z",16,6,2017,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS515737811","","","","CC0_1_0","","obsr418104",NA,"","2019-03-28T06:45:07.637Z","",""
"955464321","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_PR:OBS199767078","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","PR","Laguna Cartegena - West End","e2e717bf-551a-4917-bdc9-4fa0f342c530",18.011233,-67.109,NA,NA,NA,NA,NA,NA,"2013-06-01T00:00:00Z",1,6,2013,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD_PR","OBS199767078","","","","CC0_1_0","","obsr61215",NA,"","2019-03-27T13:57:32.185Z","","COORDINATE_ROUNDED"
"2059056037","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS507002467","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","BM","Spittal Pond NR","e2e717bf-551a-4917-bdc9-4fa0f342c530",32.311437,-64.726124,NA,NA,NA,NA,NA,NA,"2017-06-01T00:00:00Z",1,6,2017,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS507002467","","","","CC0_1_0","","obsr13613",NA,"","2019-03-28T05:29:26.837Z","","COORDINATE_ROUNDED"
"1384483682","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS339506374","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","BZ","Cockscomb Basin Wildlife Sanctuary","e2e717bf-551a-4917-bdc9-4fa0f342c530",16.781198,-88.45717,NA,NA,NA,NA,NA,NA,"2015-07-28T00:00:00Z",28,7,2015,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS339506374","","","","CC0_1_0","","obsr423068",NA,"","2019-03-27T19:31:29.722Z","",""
"1379508456","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS333723993","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","BZ","Cockscomb Basin Wildlife Sanctuary","e2e717bf-551a-4917-bdc9-4fa0f342c530",16.781198,-88.45717,NA,NA,NA,NA,NA,NA,"2015-07-28T00:00:00Z",28,7,2015,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS333723993","","","","CC0_1_0","","obsr191211",NA,"","2019-03-27T19:19:08.818Z","",""
"2217108612","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS677501493","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","MX","Estero San José","e2e717bf-551a-4917-bdc9-4fa0f342c530",23.054976,-109.683642,NA,NA,NA,NA,NA,NA,"2007-07-14T00:00:00Z",14,7,2007,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS677501493","","","","CC0_1_0","","obsr234797",NA,"","2019-03-31T17:56:04.037Z","","COORDINATE_ROUNDED"
"1707638525","3bef6fb2-9a1f-4d8d-b5f3-d6d23885905c","IAvH:IAvH-A-7287","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","CO","PNN Chingaza","2a7e3080-28a9-11dd-97cd-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,"1990-07-01T00:00:00Z",NA,7,1990,2474639,2474639,"PRESERVED_SPECIMEN","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","IAvH-A","IAvH-A-7287","","Paez","","","","",NA,"","","",""
"2272573488","38b4c89f-584c-41bb-bd8f-cd1def33e92f","urn:lsid:artportalen.se:Sighting:78030412","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","SE","Björknästorpsområdet","b8323864-602a-4a7d-9127-bb903054e97d",59.400571,13.661237,500,NA,NA,NA,NA,NA,"1987-06-17T00:00:00Z",17,6,1987,2474639,2474639,"HUMAN_OBSERVATION","ArtDatabanken","Artportalen","121775373","","","","CC0_1_0","Ralf Norberg","Ralf Norberg",NA,"","2019-06-28T08:18:32.016Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"2029443018","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS425809322","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","CO","lago Sochagota-Paipa","e2e717bf-551a-4917-bdc9-4fa0f342c530",5.76451,-73.11573,NA,NA,NA,NA,NA,NA,"2006-07-12T00:00:00Z",12,7,2006,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS425809322","","","","CC0_1_0","","obsr181060",NA,"","2019-03-27T23:03:44.311Z","","COORDINATE_ROUNDED"
"1821376451","38b4c89f-584c-41bb-bd8f-cd1def33e92f","urn:lsid:artportalen.se:Sighting:69016255","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","SE","Skattkärrsområdet","b8323864-602a-4a7d-9127-bb903054e97d",59.413089,13.671451,3000,NA,NA,NA,NA,NA,"1987-06-04T00:00:00Z",4,6,1987,2474639,2474639,"HUMAN_OBSERVATION","ArtDatabanken","Artportalen","109523453","","","","CC0_1_0","Mats Henriksson","Mats Henriksson",NA,"","2019-02-10T02:08:27.944Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"2078038342","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS514700366","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","NO","Nordre Ovenbukt","e2e717bf-551a-4917-bdc9-4fa0f342c530",59.3308,10.7531,NA,NA,NA,NA,NA,NA,"2017-06-16T00:00:00Z",16,6,2017,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS514700366","","","","CC0_1_0","","obsr206978",NA,"","2019-03-28T08:53:51.928Z","",""
"668324420","36f15a36-6b45-442e-9c31-cd633423aee0","f4d4be0f-82ca-4ba9-8781-2aad657162ab","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","CU","Cerro","7b8aff00-a9f8-11d8-944b-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,"1933-06-20T00:00:00Z",20,6,1933,2474639,2474639,"PRESERVED_SPECIMEN","FMNH","Birds","157464","248","","","CC0_1_0","The Field Museum of Natural History","",NA,"","2019-02-05T22:40:04.551Z","",""
"1744848998","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_CB:OBS411360195","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","BS","Bahama Beach","e2e717bf-551a-4917-bdc9-4fa0f342c530",26.645799,-78.932347,NA,NA,NA,NA,NA,NA,"2016-06-11T00:00:00Z",11,6,2016,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD_CB","OBS411360195","","","","CC0_1_0","","obsr197432",NA,"","2019-03-27T22:32:14.313Z","","COORDINATE_ROUNDED"
"1744860525","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_CB:OBS411348882","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","BS","Bahama Beach","e2e717bf-551a-4917-bdc9-4fa0f342c530",26.645799,-78.932347,NA,NA,NA,NA,NA,NA,"2016-06-11T00:00:00Z",11,6,2016,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD_CB","OBS411348882","","","","CC0_1_0","","obsr595543",NA,"","2019-03-27T22:48:49.800Z","","COORDINATE_ROUNDED"
"1744899968","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_CB:OBS411375924","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","BS","Bahama Beach","e2e717bf-551a-4917-bdc9-4fa0f342c530",26.645799,-78.932347,NA,NA,NA,NA,NA,NA,"2016-06-11T00:00:00Z",11,6,2016,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD_CB","OBS411375924","","","","CC0_1_0","","obsr729775",NA,"","2019-03-27T22:08:32.895Z","","COORDINATE_ROUNDED"
"1745005182","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_CB:OBS411530231","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","BS","Bahama Beach","e2e717bf-551a-4917-bdc9-4fa0f342c530",26.645799,-78.932347,NA,NA,NA,NA,NA,NA,"2016-06-11T00:00:00Z",11,6,2016,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD_CB","OBS411530231","","","","CC0_1_0","","obsr501439",NA,"","2019-03-27T22:08:58.168Z","","COORDINATE_ROUNDED"
"1752395369","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_CB:OBS420197850","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","AW","Bubali Bird Sanctuary","e2e717bf-551a-4917-bdc9-4fa0f342c530",12.561454,-70.048345,NA,NA,NA,NA,NA,NA,"2016-07-25T00:00:00Z",25,7,2016,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD_CB","OBS420197850","","","","CC0_1_0","","obsr431970",NA,"","2019-03-27T22:31:24.394Z","","COORDINATE_ROUNDED"
"1932096369","9850b85a-793f-429d-a437-2d5b46282acf","AVCO:RNOA:AVES:361464","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","CO","Cave Morgan","dc282b9d-8f3b-4197-b174-ba5272721a6f",12.52101,-81.726748,NA,NA,0.5,0.5,NA,NA,"2006-06-25T00:00:00Z",25,6,2006,2474639,2474639,"HUMAN_OBSERVATION","Red Nacional de Observadores de Aves (RNOA)","AVES","361464","","","","CC0_1_0","","Thomas McNish Merill",NA,"","2018-12-07T06:17:45.151Z","","GEODETIC_DATUM_ASSUMED_WGS84"
"1932096716","9850b85a-793f-429d-a437-2d5b46282acf","AVCO:RNOA:AVES:312022","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","CO","Cave Morgan","dc282b9d-8f3b-4197-b174-ba5272721a6f",12.52101,-81.726748,NA,NA,0.5,0.5,NA,NA,"2006-06-25T00:00:00Z",25,6,2006,2474639,2474639,"HUMAN_OBSERVATION","Red Nacional de Observadores de Aves (RNOA)","AVES","312022","","","","CC0_1_0","","Thomas McNish Merill",NA,"","2018-12-07T06:17:45.340Z","","GEODETIC_DATUM_ASSUMED_WGS84"
"1932098633","9850b85a-793f-429d-a437-2d5b46282acf","AVCO:RNOA:AVES:000006","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","CO","Cave Morgan","dc282b9d-8f3b-4197-b174-ba5272721a6f",12.52101,-81.726748,NA,NA,0.5,0.5,NA,NA,"2006-06-25T00:00:00Z",25,6,2006,2474639,2474639,"HUMAN_OBSERVATION","Red Nacional de Observadores de Aves (RNOA)","AVES","6","","","","CC0_1_0","","Thomas McNish Merill",NA,"","2018-12-07T06:17:46.310Z","","GEODETIC_DATUM_ASSUMED_WGS84"
"1932146646","9850b85a-793f-429d-a437-2d5b46282acf","AVCO:RNOA:AVES:097122","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","CO","Sabana De Bogotá","dc282b9d-8f3b-4197-b174-ba5272721a6f",4.5166,-74.45,NA,NA,NA,NA,NA,NA,"1995-07-29T00:00:00Z",29,7,1995,2474639,2474639,"HUMAN_OBSERVATION","Red Nacional de Observadores de Aves (RNOA)","AVES","97122","","","","CC0_1_0","","ABO Asociacion Bogotana de Ornitologia",NA,"","2018-12-07T06:18:11.295Z","","GEODETIC_DATUM_ASSUMED_WGS84"
"1932147034","9850b85a-793f-429d-a437-2d5b46282acf","AVCO:RNOA:AVES:167097","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","CO","Sabana De Bogotá","dc282b9d-8f3b-4197-b174-ba5272721a6f",4.5166,-74.45,NA,NA,NA,NA,NA,NA,"1995-07-29T00:00:00Z",29,7,1995,2474639,2474639,"HUMAN_OBSERVATION","Red Nacional de Observadores de Aves (RNOA)","AVES","167097","","","","CC0_1_0","","ABO Asociacion Bogotana de Ornitologia",NA,"","2018-12-07T06:18:11.628Z","","GEODETIC_DATUM_ASSUMED_WGS84"
"2185553597","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS642857534","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","MX","La Lagunita El Ciprés","e2e717bf-551a-4917-bdc9-4fa0f342c530",31.816441,-116.608061,NA,NA,NA,NA,NA,NA,"2018-07-24T00:00:00Z",24,7,2018,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS642857534","","","","CC0_1_0","","obsr206492",NA,"","2019-03-31T12:55:08.750Z","","COORDINATE_ROUNDED"
"1147094217","7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1","4a574677-dfb5-40a2-9dd7-e935866a6c93","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","SE","Ralansen","e2e717bf-551a-4917-bdc9-4fa0f342c530",64.25,14.783333,NA,NA,NA,NA,NA,NA,"1966-06-14T00:00:00Z",14,6,1966,2474639,2474639,"MACHINE_OBSERVATION","CLO","ML","2870","","","","CC0_1_0","","Sten Wahlstrom",NA,"NATIVE","2018-12-06T16:50:22.972Z","","COORDINATE_ROUNDED"
"2188438363","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS641381896","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","MX","La Lagunita El Ciprés","e2e717bf-551a-4917-bdc9-4fa0f342c530",31.816441,-116.608061,NA,NA,NA,NA,NA,NA,"2018-07-20T00:00:00Z",20,7,2018,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS641381896","","","","CC0_1_0","","obsr205667",NA,"","2019-03-31T13:20:34.726Z","","COORDINATE_ROUNDED"
"2173367924","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS629919374","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","MX","Ciénega Redonda","e2e717bf-551a-4917-bdc9-4fa0f342c530",32.531871,-116.317234,NA,NA,NA,NA,NA,NA,"2018-06-10T00:00:00Z",10,6,2018,2474639,2474639,"HUMAN_OBSERVATION","CLO","EBIRD","OBS629919374","","","","CC0_1_0","","obsr52442",NA,"","2019-03-31T11:04:54.095Z","","COORDINATE_ROUNDED"
"1486004858","38b4c89f-584c-41bb-bd8f-cd1def33e92f","urn:lsid:artportalen.se:Sighting:45073848","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","SE","Skattkärrsområdet","b8323864-602a-4a7d-9127-bb903054e97d",59.413089,13.671451,3000,NA,NA,NA,NA,NA,"1987-06-05T23:15:00Z",5,6,1987,2474639,2474639,"HUMAN_OBSERVATION","ArtDatabanken","Artportalen","81000981","","","","CC0_1_0","Ulf Oscarsson","Ulf Oscarsson",NA,"","2019-01-04T18:01:34.559Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"1489156532","38b4c89f-584c-41bb-bd8f-cd1def33e92f","urn:lsid:artportalen.se:Sighting:48582254","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","SE","Mora","b8323864-602a-4a7d-9127-bb903054e97d",61.008456,14.546958,4982,NA,NA,NA,NA,NA,"1987-07-07T00:00:00Z",7,7,1987,2474639,2474639,"HUMAN_OBSERVATION","ArtDatabanken","Artportalen","84548949","","","","CC0_1_0","Jan Nordin","Jan Nordin",NA,"","2019-01-04T18:40:02.504Z","","GEODETIC_DATUM_ASSUMED_WGS84"
"1489298444","38b4c89f-584c-41bb-bd8f-cd1def33e92f","urn:lsid:artportalen.se:Sighting:48703591","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","SE","Skattkärrsområdet","b8323864-602a-4a7d-9127-bb903054e97d",59.413089,13.671451,3000,NA,NA,NA,NA,NA,"1987-06-05T00:00:00Z",5,6,1987,2474639,2474639,"HUMAN_OBSERVATION","ArtDatabanken","Artportalen","84707364","","","","CC0_1_0","Jörgen Josefsson","Jörgen Josefsson",NA,"","2019-01-04T18:41:08.928Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
"1489470124","38b4c89f-584c-41bb-bd8f-cd1def33e92f","urn:lsid:artportalen.se:Sighting:48949529","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","SE","Ralångens södra del","b8323864-602a-4a7d-9127-bb903054e97d",57.85672,14.843232,83,NA,NA,NA,NA,NA,"1966-06-06T21:00:00Z",6,6,1966,2474639,2474639,"HUMAN_OBSERVATION","ArtDatabanken","Artportalen","85101224","","","","CC0_1_0","Lennart Fritzson","Lennart Fritzson",NA,"","2019-01-04T19:00:48.441Z","","GEODETIC_DATUM_ASSUMED_WGS84"
"1433146839","38b4c89f-584c-41bb-bd8f-cd1def33e92f","urn:lsid:artportalen.se:Sighting:61913806","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana carolina",NA,"SPECIES","Porzana carolina (Linnaeus","SE","Skattkärrsviken","b8323864-602a-4a7d-9127-bb903054e97d",59.408033,13.692032,750,NA,NA,NA,NA,NA,"1987-06-03T00:00:00Z",3,6,1987,2474639,2474639,"HUMAN_OBSERVATION","ArtDatabanken","Artportalen","101983836","","","","CC0_1_0","Roine Magnusson","Roine Magnusson",NA,"","2019-01-26T08:49:22.142Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
